# WavLow(micr), WavUpp(micr), WavC(micr), BinnedNoise(ppm), Npix
3.796608301965476606e+00 3.805419647656910875e+00 3.801013974811193741e+00 2.284700875342029747e+01 1.000000000000000000e+00
3.805419647656910875e+00 3.818636666194062279e+00 3.809825320502628010e+00 2.277512108681021985e+01 1.000000000000000000e+00
3.818636666194062279e+00 3.831853684731213239e+00 3.827448011885496104e+00 2.276096351088985159e+01 1.000000000000000000e+00
3.831853684731213239e+00 3.840665030422647508e+00 3.836259357576930373e+00 2.298967881194135998e+01 1.000000000000000000e+00
3.840665030422647508e+00 3.849476376114081777e+00 3.845070703268364642e+00 2.316434091105459459e+01 1.000000000000000000e+00
3.849476376114081777e+00 3.858287721805516046e+00 3.853882048959798912e+00 2.326728446382366400e+01 1.000000000000000000e+00
3.858287721805516046e+00 3.871504740342667006e+00 3.862693394651233181e+00 2.326002076717391276e+01 1.000000000000000000e+00
3.871504740342667006e+00 3.884721758879818410e+00 3.880316086034101275e+00 2.338582381167404733e+01 1.000000000000000000e+00
3.884721758879818410e+00 3.893533104571252679e+00 3.889127431725535544e+00 2.359979726238755404e+01 1.000000000000000000e+00
3.893533104571252679e+00 3.902344450262686504e+00 3.897938777416969369e+00 2.388893415623330441e+01 1.000000000000000000e+00
3.902344450262686504e+00 3.911155795954120773e+00 3.906750123108403638e+00 2.415305042266376034e+01 1.000000000000000000e+00
3.911155795954120773e+00 3.919967141645555042e+00 3.915561468799837908e+00 2.433684460903227631e+01 1.000000000000000000e+00
3.919967141645555042e+00 3.933184160182706002e+00 3.924372814491272177e+00 2.446117222496316046e+01 1.000000000000000000e+00
3.933184160182706002e+00 3.946401178719857405e+00 3.941995505874140271e+00 2.453329563567976734e+01 1.000000000000000000e+00
3.946401178719857405e+00 3.955212524411291675e+00 3.950806851565574540e+00 2.471011870147075840e+01 1.000000000000000000e+00
3.955212524411291675e+00 3.964023870102725944e+00 3.959618197257008809e+00 2.493251852992259288e+01 1.000000000000000000e+00
3.964023870102725944e+00 3.972835215794159769e+00 3.968429542948442634e+00 2.519050080759102173e+01 1.000000000000000000e+00
3.972835215794159769e+00 3.981646561485594038e+00 3.977240888639876903e+00 2.543053489223758490e+01 1.000000000000000000e+00
3.981646561485594038e+00 3.994863580022744998e+00 3.986052234331311173e+00 2.569100821722123129e+01 1.000000000000000000e+00
3.994863580022744998e+00 4.008080598559896401e+00 4.003674925714179267e+00 2.596027226009006483e+01 1.000000000000000000e+00
4.008080598559896401e+00 4.016891944251330671e+00 4.012486271405613536e+00 2.619140140160562069e+01 1.000000000000000000e+00
4.016891944251330671e+00 4.025703289942764940e+00 4.021297617097047805e+00 2.662854449361546116e+01 1.000000000000000000e+00
4.025703289942764940e+00 4.034514635634199209e+00 4.030108962788482074e+00 2.709756023563413052e+01 1.000000000000000000e+00
4.034514635634199209e+00 4.043325981325632590e+00 4.038920308479915455e+00 2.738575408056544802e+01 1.000000000000000000e+00
4.043325981325632590e+00 4.052137327017066859e+00 4.047731654171349724e+00 2.742763317404201118e+01 1.000000000000000000e+00
4.052137327017066859e+00 4.060948672708501128e+00 4.056542999862783994e+00 2.743661105792270050e+01 1.000000000000000000e+00
4.060948672708501128e+00 4.074165691245652532e+00 4.065354345554218263e+00 2.748825798185399094e+01 1.000000000000000000e+00
4.074165691245652532e+00 4.087382709782803936e+00 4.082977036937086801e+00 2.769796699608455626e+01 1.000000000000000000e+00
4.087382709782803936e+00 4.096194055474238205e+00 4.091788382628521070e+00 2.790283832251405727e+01 1.000000000000000000e+00
4.096194055474238205e+00 4.105005401165671586e+00 4.100599728319955339e+00 2.807424080572240754e+01 1.000000000000000000e+00
4.105005401165671586e+00 4.113816746857105855e+00 4.109411074011388720e+00 2.810421650161725537e+01 1.000000000000000000e+00
4.113816746857105855e+00 4.122628092548540124e+00 4.118222419702822990e+00 2.815642604687939254e+01 1.000000000000000000e+00
4.122628092548540124e+00 4.131439438239974393e+00 4.127033765394257259e+00 2.824301862846449751e+01 1.000000000000000000e+00
4.131439438239974393e+00 4.140250783931408662e+00 4.135845111085691528e+00 2.871343051856164763e+01 1.000000000000000000e+00
4.140250783931408662e+00 4.149062129622842932e+00 4.144656456777125797e+00 2.934992565231042150e+01 1.000000000000000000e+00
4.149062129622842932e+00 4.162279148159994335e+00 4.153467802468560066e+00 3.015363527234499230e+01 1.000000000000000000e+00
4.162279148159994335e+00 4.175496166697145739e+00 4.171090493851428604e+00 3.046063440694916125e+01 1.000000000000000000e+00
4.175496166697145739e+00 4.184307512388579120e+00 4.179901839542861985e+00 3.052644496951392483e+01 1.000000000000000000e+00
4.184307512388579120e+00 4.193118858080013389e+00 4.188713185234296255e+00 3.038203536281918460e+01 1.000000000000000000e+00
4.193118858080013389e+00 4.201930203771447658e+00 4.197524530925730524e+00 3.085325892438168083e+01 1.000000000000000000e+00
4.201930203771447658e+00 4.210741549462881927e+00 4.206335876617164793e+00 3.117436833540788754e+01 1.000000000000000000e+00
4.210741549462881927e+00 4.219552895154316197e+00 4.215147222308599062e+00 3.132915467588772174e+01 1.000000000000000000e+00
4.219552895154316197e+00 4.228364240845750466e+00 4.223958568000033331e+00 3.129932890678851720e+01 1.000000000000000000e+00
4.228364240845750466e+00 4.237175586537184735e+00 4.232769913691467600e+00 3.145174977422070484e+01 1.000000000000000000e+00
4.237175586537184735e+00 4.245986932228618116e+00 4.241581259382901870e+00 3.182414470481473145e+01 1.000000000000000000e+00
4.245986932228618116e+00 4.254798277920052385e+00 4.250392605074335250e+00 3.205251482598694679e+01 1.000000000000000000e+00
4.254798277920052385e+00 4.268015296457203789e+00 4.259203950765769520e+00 3.221236967587908850e+01 1.000000000000000000e+00
4.268015296457203789e+00 4.281232314994355193e+00 4.276826642148638058e+00 3.228820105640550508e+01 1.000000000000000000e+00
4.281232314994355193e+00 4.290043660685789462e+00 4.285637987840072327e+00 3.279209396050877245e+01 1.000000000000000000e+00
4.290043660685789462e+00 4.298855006377223731e+00 4.294449333531506596e+00 3.355619137805520324e+01 1.000000000000000000e+00
4.298855006377223731e+00 4.307666352068658000e+00 4.303260679222940865e+00 3.474160798431197605e+01 1.000000000000000000e+00
4.307666352068658000e+00 4.316477697760092269e+00 4.312072024914375135e+00 3.601640374713796433e+01 1.000000000000000000e+00
4.316477697760092269e+00 4.325289043451525650e+00 4.320883370605808516e+00 3.736831123764116569e+01 1.000000000000000000e+00
4.325289043451525650e+00 4.334100389142959919e+00 4.329694716297242785e+00 3.871860937821793414e+01 1.000000000000000000e+00
4.334100389142959919e+00 4.342911734834394188e+00 4.338506061988677054e+00 3.999577294499138702e+01 1.000000000000000000e+00
4.342911734834394188e+00 4.351723080525828458e+00 4.347317407680111323e+00 4.097400459287884900e+01 1.000000000000000000e+00
4.351723080525828458e+00 4.360534426217262727e+00 4.356128753371545592e+00 3.934523218099786135e+01 1.000000000000000000e+00
4.360534426217262727e+00 4.369345771908696996e+00 4.364940099062979861e+00 3.838608150627739946e+01 1.000000000000000000e+00
4.369345771908696996e+00 4.378157117600131265e+00 4.373751444754414131e+00 3.797289067770493176e+01 1.000000000000000000e+00
4.378157117600131265e+00 4.386968463291564646e+00 4.382562790445848400e+00 3.792300709401355618e+01 1.000000000000000000e+00
4.386968463291564646e+00 4.395779808982998915e+00 4.391374136137281781e+00 3.808044630896793592e+01 1.000000000000000000e+00
4.395779808982998915e+00 4.404591154674433184e+00 4.400185481828716050e+00 3.857263611826769534e+01 1.000000000000000000e+00
4.404591154674433184e+00 4.413402500365867454e+00 4.408996827520150319e+00 3.923640413740343291e+01 1.000000000000000000e+00
4.413402500365867454e+00 4.422213846057301723e+00 4.417808173211584588e+00 3.987116310430089783e+01 1.000000000000000000e+00
4.422213846057301723e+00 4.431025191748735992e+00 4.426619518903018857e+00 4.003983877351791421e+01 1.000000000000000000e+00
4.431025191748735992e+00 4.439836537440170261e+00 4.435430864594453126e+00 4.000330927566447770e+01 1.000000000000000000e+00
4.439836537440170261e+00 4.448647883131604530e+00 4.444242210285887396e+00 3.982478723266167009e+01 1.000000000000000000e+00
4.448647883131604530e+00 4.457459228823038799e+00 4.453053555977321665e+00 4.045338176760579074e+01 1.000000000000000000e+00
4.457459228823038799e+00 4.466270574514472180e+00 4.461864901668755046e+00 4.134234564995563233e+01 1.000000000000000000e+00
4.466270574514472180e+00 4.475081920205906449e+00 4.470676247360189315e+00 4.266080565647681766e+01 1.000000000000000000e+00
4.475081920205906449e+00 4.483893265897340719e+00 4.479487593051623584e+00 4.357952493706628161e+01 1.000000000000000000e+00
4.483893265897340719e+00 4.492704611588774988e+00 4.488298938743057853e+00 4.432867000135391322e+01 1.000000000000000000e+00
4.492704611588774988e+00 4.505921630125926391e+00 4.497110284434492122e+00 4.487681609130554961e+01 1.000000000000000000e+00
4.505921630125926391e+00 4.519138648663077795e+00 4.514732975817360661e+00 4.500012006982262136e+01 1.000000000000000000e+00
4.519138648663077795e+00 4.527949994354511176e+00 4.523544321508794930e+00 4.468098109158006537e+01 1.000000000000000000e+00
4.527949994354511176e+00 4.536761340045945445e+00 4.532355667200228311e+00 4.453798336102308753e+01 1.000000000000000000e+00
4.536761340045945445e+00 4.545572685737379715e+00 4.541167012891662580e+00 4.442649231162072709e+01 1.000000000000000000e+00
4.545572685737379715e+00 4.554384031428813984e+00 4.549978358583096849e+00 4.431674419567846712e+01 1.000000000000000000e+00
4.554384031428813984e+00 4.563195377120248253e+00 4.558789704274531118e+00 4.415692991260159062e+01 1.000000000000000000e+00
4.563195377120248253e+00 4.572006722811682522e+00 4.567601049965965387e+00 4.396107553333804674e+01 1.000000000000000000e+00
4.572006722811682522e+00 4.580818068503116791e+00 4.576412395657399657e+00 4.374040353095721656e+01 1.000000000000000000e+00
4.580818068503116791e+00 4.589629414194551060e+00 4.585223741348833926e+00 4.368579564542090310e+01 1.000000000000000000e+00
4.589629414194551060e+00 4.598440759885985329e+00 4.594035087040268195e+00 3.169426138506207380e+01 2.000000000000000000e+00
4.598440759885985329e+00 4.607252105577418710e+00 4.602846432731701576e+00 4.787318580101456433e+01 1.000000000000000000e+00
4.607252105577418710e+00 4.616063451268852980e+00 4.611657778423135845e+00 4.975385326036207800e+01 1.000000000000000000e+00
4.616063451268852980e+00 4.624874796960287249e+00 4.620469124114570114e+00 5.094391553707556142e+01 1.000000000000000000e+00
4.624874796960287249e+00 4.633686142651721518e+00 4.629280469806004383e+00 5.002459112324326185e+01 1.000000000000000000e+00
4.633686142651721518e+00 4.642497488343155787e+00 4.638091815497438652e+00 4.935537041240606726e+01 1.000000000000000000e+00
4.642497488343155787e+00 4.651308834034589168e+00 4.646903161188872922e+00 4.887544224314122943e+01 1.000000000000000000e+00
4.651308834034589168e+00 4.660120179726023437e+00 4.655714506880306303e+00 4.969907618678774242e+01 1.000000000000000000e+00
4.660120179726023437e+00 4.668931525417457706e+00 4.664525852571740572e+00 5.015146292872183409e+01 1.000000000000000000e+00
4.668931525417457706e+00 4.677742871108891975e+00 4.673337198263174841e+00 4.862860697434828694e+01 1.000000000000000000e+00
4.677742871108891975e+00 4.686554216800326245e+00 4.682148543954609110e+00 4.754799231364612666e+01 1.000000000000000000e+00
4.686554216800326245e+00 4.695365562491760514e+00 4.690959889646043379e+00 4.685312133535607160e+01 1.000000000000000000e+00
4.695365562491760514e+00 4.704176908183194783e+00 4.699771235337477648e+00 4.746703891105212847e+01 1.000000000000000000e+00
4.704176908183194783e+00 4.712988253874629052e+00 4.708582581028911918e+00 4.844877271539724717e+01 1.000000000000000000e+00
4.712988253874629052e+00 4.721799599566063321e+00 4.717393926720346187e+00 4.967248495251556051e+01 1.000000000000000000e+00
4.721799599566063321e+00 4.730610945257497590e+00 4.726205272411780456e+00 5.043922733837807471e+01 1.000000000000000000e+00
4.730610945257497590e+00 4.739422290948930971e+00 4.735016618103213837e+00 5.041363671135654556e+01 1.000000000000000000e+00
4.739422290948930971e+00 4.748233636640365241e+00 4.743827963794648106e+00 5.050956578402249164e+01 1.000000000000000000e+00
4.748233636640365241e+00 4.757044982331799510e+00 4.752639309486082375e+00 5.066213646886017585e+01 1.000000000000000000e+00
4.757044982331799510e+00 4.765856328023233779e+00 4.761450655177516644e+00 4.994570598671811723e+01 1.000000000000000000e+00
4.765856328023233779e+00 4.774667673714668048e+00 4.770262000868950913e+00 4.928435747363570840e+01 1.000000000000000000e+00
4.774667673714668048e+00 4.783479019406102317e+00 4.779073346560385183e+00 4.893525969780698404e+01 1.000000000000000000e+00
4.783479019406102317e+00 4.792290365097535698e+00 4.787884692251819452e+00 4.981021581360964490e+01 1.000000000000000000e+00
4.792290365097535698e+00 4.801101710788969967e+00 4.796696037943252833e+00 5.216406805834523652e+01 1.000000000000000000e+00
4.801101710788969967e+00 4.809913056480404236e+00 4.805507383634687102e+00 5.421345662180391400e+01 1.000000000000000000e+00
4.809913056480404236e+00 4.818724402171838506e+00 4.814318729326121371e+00 5.621061101157414441e+01 1.000000000000000000e+00
4.818724402171838506e+00 4.827535747863272775e+00 4.823130075017555640e+00 3.994371797718219597e+01 2.000000000000000000e+00
4.827535747863272775e+00 4.836347093554707044e+00 4.831941420708989909e+00 5.808328064545101910e+01 1.000000000000000000e+00
4.836347093554707044e+00 4.845158439246141313e+00 4.840752766400424179e+00 5.971418338472459908e+01 1.000000000000000000e+00
4.845158439246141313e+00 4.853969784937575582e+00 4.849564112091858448e+00 6.157977100705133466e+01 1.000000000000000000e+00
4.853969784937575582e+00 4.862781130629009851e+00 4.858375457783292717e+00 6.000552957187514380e+01 1.000000000000000000e+00
4.862781130629009851e+00 4.871592476320444121e+00 4.867186803474726986e+00 5.727318595817150992e+01 1.000000000000000000e+00
4.871592476320444121e+00 4.880403822011877502e+00 4.875998149166160367e+00 5.564218337222894206e+01 1.000000000000000000e+00
4.880403822011877502e+00 4.889215167703311771e+00 4.884809494857594636e+00 5.467710896084609118e+01 1.000000000000000000e+00
4.889215167703311771e+00 4.898026513394746040e+00 4.893620840549028905e+00 5.625394080478076120e+01 1.000000000000000000e+00
4.898026513394746040e+00 4.906837859086180309e+00 4.902432186240463174e+00 5.787277373652829482e+01 1.000000000000000000e+00
4.906837859086180309e+00 4.915649204777614578e+00 4.911243531931897444e+00 5.944203985907077481e+01 1.000000000000000000e+00
4.915649204777614578e+00 4.924460550469048847e+00 4.920054877623331713e+00 5.933596962224952875e+01 1.000000000000000000e+00
4.924460550469048847e+00 4.933271896160482228e+00 4.928866223314765982e+00 5.809576213636173492e+01 1.000000000000000000e+00
4.933271896160482228e+00 4.942083241851916497e+00 4.937677569006199363e+00 4.033965678925660825e+01 2.000000000000000000e+00
4.942083241851916497e+00 4.950894587543350767e+00 4.946488914697633632e+00 5.816956226806732388e+01 1.000000000000000000e+00
4.950894587543350767e+00 4.959705933234785036e+00 4.955300260389067901e+00 5.940897277965108714e+01 1.000000000000000000e+00
4.959705933234785036e+00 4.968517278926219305e+00 4.964111606080502170e+00 5.957768369510736051e+01 1.000000000000000000e+00
4.968517278926219305e+00 4.977328624617653574e+00 4.972922951771936440e+00 5.973355790913316810e+01 1.000000000000000000e+00
4.977328624617653574e+00 4.986139970309087843e+00 4.981734297463370709e+00 5.988808221755880368e+01 1.000000000000000000e+00
4.986139970309087843e+00 4.994951316000522112e+00 4.990545643154804978e+00 6.083312086891073278e+01 1.000000000000000000e+00
4.994951316000522112e+00 5.003762661691956382e+00 4.999356988846239247e+00 6.245023986688698869e+01 1.000000000000000000e+00
5.003762661691956382e+00 5.012574007383390651e+00 5.008168334537673516e+00 6.360224746059951428e+01 1.000000000000000000e+00
5.012574007383390651e+00 5.021385353074824032e+00 5.016979680229106897e+00 4.574890586062407749e+01 2.000000000000000000e+00
5.021385353074824032e+00 5.030196698766258301e+00 5.025791025920541166e+00 6.506036200436749084e+01 1.000000000000000000e+00
5.030196698766258301e+00 5.039008044457692570e+00 5.034602371611975435e+00 6.656774263365075228e+01 1.000000000000000000e+00
5.039008044457692570e+00 5.047819390149126839e+00 5.043413717303409705e+00 6.757776904314106048e+01 1.000000000000000000e+00
5.047819390149126839e+00 5.056630735840561108e+00 5.052225062994843974e+00 6.681012690043112912e+01 1.000000000000000000e+00
5.056630735840561108e+00 5.065442081531995377e+00 5.061036408686278243e+00 6.583562072456084024e+01 1.000000000000000000e+00
5.065442081531995377e+00 5.074253427223428758e+00 5.069847754377712512e+00 6.458211815113403986e+01 1.000000000000000000e+00
5.074253427223428758e+00 5.083064772914863028e+00 5.078659100069145893e+00 6.380649345053305410e+01 1.000000000000000000e+00
5.083064772914863028e+00 5.091876118606297297e+00 5.087470445760580162e+00 6.341508385864948849e+01 1.000000000000000000e+00
5.091876118606297297e+00 5.100687464297731566e+00 5.096281791452014431e+00 4.500199316404689398e+01 2.000000000000000000e+00
5.100687464297731566e+00 5.109498809989165835e+00 5.105093137143448700e+00 6.505767191638618385e+01 1.000000000000000000e+00
5.109498809989165835e+00 5.118310155680600104e+00 5.113904482834882970e+00 6.662925800195679926e+01 1.000000000000000000e+00
5.118310155680600104e+00 5.127121501372034373e+00 5.122715828526317239e+00 7.064083573249405390e+01 1.000000000000000000e+00
5.127121501372034373e+00 5.135932847063468643e+00 5.131527174217751508e+00 7.506660342650479834e+01 1.000000000000000000e+00
5.135932847063468643e+00 5.144744192754902912e+00 5.140338519909185777e+00 7.583081947995152916e+01 1.000000000000000000e+00
5.144744192754902912e+00 5.153555538446337181e+00 5.149149865600620046e+00 7.635371708174871230e+01 1.000000000000000000e+00
5.153555538446337181e+00 5.162366884137770562e+00 5.157961211292053427e+00 5.390942652205697527e+01 2.000000000000000000e+00
5.162366884137770562e+00 5.171178229829204831e+00 5.166772556983487696e+00 7.943612728907460507e+01 1.000000000000000000e+00
5.171178229829204831e+00 5.179989575520639100e+00 5.175583902674921966e+00 8.182706463406158548e+01 1.000000000000000000e+00
5.179989575520639100e+00 5.188800921212073369e+00 5.184395248366356235e+00 8.318117769748384660e+01 1.000000000000000000e+00
5.188800921212073369e+00 5.197612266903507638e+00 5.193206594057790504e+00 8.446236940171475283e+01 1.000000000000000000e+00
5.197612266903507638e+00 5.206423612594941908e+00 5.202017939749224773e+00 8.566632788722856162e+01 1.000000000000000000e+00
5.206423612594941908e+00 5.215234958286375289e+00 5.210829285440659042e+00 6.062818641791337626e+01 2.000000000000000000e+00
5.215234958286375289e+00 5.224046303977809558e+00 5.219640631132092423e+00 8.376090520872317313e+01 1.000000000000000000e+00
5.224046303977809558e+00 5.232857649669243827e+00 5.228451976823526692e+00 8.147296737268847266e+01 1.000000000000000000e+00
5.232857649669243827e+00 5.241668995360678096e+00 5.237263322514960961e+00 8.096193238856027108e+01 1.000000000000000000e+00
5.241668995360678096e+00 5.250480341052112365e+00 5.246074668206395231e+00 8.097731102690102034e+01 1.000000000000000000e+00
5.250480341052112365e+00 5.259291686743546634e+00 5.254886013897829500e+00 8.315950055683558162e+01 1.000000000000000000e+00
5.259291686743546634e+00 5.268103032434980904e+00 5.263697359589263769e+00 6.185331755634746287e+01 2.000000000000000000e+00
5.268103032434980904e+00 5.276914378126415173e+00 5.272508705280698038e+00 9.235960075602814356e+01 1.000000000000000000e+00
5.276914378126415173e+00 5.285725723817849442e+00 5.281320050972132307e+00 9.455654378500852886e+01 1.000000000000000000e+00
5.285725723817849442e+00 5.294537069509283711e+00 5.290131396663566576e+00 9.677054012820991602e+01 1.000000000000000000e+00
